,annotation_id,annotator,created_at,id,image,label,lead_time,updated_at
65,67,1,2023-07-21T15:30:10.339384Z,67,ga24251_Frame_71.jpg,"[{""x"":1.7937219730941705,""y"":0,""width"":59.64125560538116,""height"":58.7942202291978,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",10.083,2023-07-21T15:30:10.339421Z
66,68,1,2023-07-21T15:30:18.955075Z,68,ga24251_Frame_72.jpg,"[{""x"":1.345291479820628,""y"":0.5979073243647235,""width"":59.52914798206278,""height"":56.0039860488291,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",8.139,2023-07-21T15:30:18.955116Z
67,69,1,2023-07-21T15:30:52.040233Z,69,ga24251_Frame_73.jpg,"[{""x"":3.1390134529147984,""y"":0.1993024414549078,""width"":57.399103139013455,""height"":57.00049825610363,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",32.565,2023-07-21T15:30:52.040273Z
68,70,1,2023-07-21T15:31:09.707745Z,70,ga24251_Frame_74.jpg,"[{""x"":6.726457399103139,""y"":0,""width"":55.71748878923766,""height"":56.20328849028401,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",17.114,2023-07-21T15:31:09.707811Z
69,71,1,2023-07-21T15:31:24.166494Z,71,ga24251_Frame_75.jpg,"[{""x"":7.73542600896861,""y"":0.3986048829098156,""width"":58.29596412556054,""height"":58.39561534628799,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",13.922,2023-07-21T15:31:24.166529Z
70,72,1,2023-07-21T15:31:37.503561Z,72,ga24251_Frame_76.jpg,"[{""x"":22.6457399103139,""y"":0,""width"":68.60986547085201,""height"":62.381664175386156,""rotation"":0,""rectanglelabels"":[""Left""],""original_width"":1280,""original_height"":720}]",12.794,2023-07-21T15:31:37.503599Z
71,74,1,2023-07-21T15:32:04.100192Z,74,ga24251_Frame_78.jpg,"[{""x"":14.013452914798204,""y"":27.703039362232186,""width"":7.735426008968609,""height"":10.164424514200302,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",10.137,2023-07-21T15:32:04.100231Z
72,75,1,2023-07-21T15:32:16.337102Z,75,ga24251_Frame_79.jpg,"[{""x"":24.887892376681613,""y"":26.307922272047833,""width"":7.735426008968609,""height"":9.765819631290483,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",11.68,2023-07-21T15:32:16.337139Z
73,76,1,2023-07-21T15:32:27.958385Z,76,ga24251_Frame_80.jpg,"[{""x"":39.7982062780269,""y"":23.318385650224215,""width"":7.847533632286996,""height"":10.563029397110114,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",11.051,2023-07-21T15:32:27.958432Z
74,77,1,2023-07-21T15:32:37.468119Z,77,ga24251_Frame_81.jpg,"[{""x"":44.843049327354265,""y"":24.51420029895366,""width"":7.959641255605376,""height"":11.559541604384655,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.985,2023-07-21T15:32:37.468156Z
75,78,1,2023-07-21T15:32:48.080881Z,78,ga24251_Frame_82.jpg,"[{""x"":48.4304932735426,""y"":25.311410064773295,""width"":8.295964125560538,""height"":11.559541604384652,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",9.949,2023-07-21T15:32:48.080929Z
76,79,1,2023-07-21T15:33:00.584829Z,79,ga24251_Frame_83.jpg,"[{""x"":50,""y"":23.517688091679123,""width"":8.408071748878918,""height"":11.360239162929748,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",11.946,2023-07-21T15:33:00.584865Z
77,80,1,2023-07-21T15:33:13.501261Z,80,ga24251_Frame_84.jpg,"[{""x"":46.860986547085204,""y"":24.314897857498753,""width"":8.295964125560538,""height"":10.164424514200302,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",12.151,2023-07-21T15:33:13.501305Z
78,81,1,2023-07-21T15:33:33.788681Z,81,ga24251_Frame_85.jpg,"[{""x"":46.97309417040359,""y"":25.311410064773295,""width"":9.304932735426,""height"":11.758844045839563,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",19.809,2023-07-21T15:33:33.788720Z
79,82,1,2023-07-21T15:33:45.251361Z,82,ga24251_Frame_86.jpg,"[{""x"":45.06726457399103,""y"":23.71699053313403,""width"":8.295964125560538,""height"":10.961634280019936,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",10.991,2023-07-21T15:33:45.251397Z
80,83,1,2023-07-21T15:33:56.127014Z,83,ga24251_Frame_87.jpg,"[{""x"":52.80269058295964,""y"":24.91280518186348,""width"":8.408071748878925,""height"":12.356751370204282,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",10.398,2023-07-21T15:33:56.127049Z
81,84,1,2023-07-21T15:34:06.707583Z,84,ga24251_Frame_88.jpg,"[{""x"":55.82959641255605,""y"":22.9197807673144,""width"":8.632286995515706,""height"":13.751868460388643,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",10.017,2023-07-21T15:34:06.707620Z
82,85,1,2023-07-21T15:34:16.337413Z,85,ga24251_Frame_89.jpg,"[{""x"":51.90582959641256,""y"":22.521175884404585,""width"":9.192825112107627,""height"":13.751868460388643,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.852,2023-07-21T15:34:16.337453Z
83,86,1,2023-07-21T15:34:27.398507Z,86,ga24251_Frame_90.jpg,"[{""x"":54.035874439461885,""y"":22.521175884404585,""width"":10.426008968609871,""height"":14.748380667663177,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",10.627,2023-07-21T15:34:27.398543Z
84,87,1,2023-07-21T15:34:35.856164Z,87,ga24251_Frame_91.jpg,"[{""x"":54.932735426008975,""y"":23.119083208769307,""width"":9.529147982062781,""height"":13.75186846038864,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",7.98,2023-07-21T15:34:35.856205Z
85,88,1,2023-07-21T15:34:45.715837Z,88,ga24251_Frame_92.jpg,"[{""x"":57.28699551569507,""y"":24.314897857498753,""width"":9.97757847533633,""height"":14.947683109118085,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",9.306,2023-07-21T15:34:45.715873Z
86,89,1,2023-07-21T15:34:54.512160Z,89,ga24251_Frame_93.jpg,"[{""x"":50.11210762331838,""y"":22.720478325859492,""width"":10.201793721973097,""height"":14.54907822620827,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.255,2023-07-21T15:34:54.512199Z
87,90,1,2023-07-21T15:35:04.039185Z,90,ga24251_Frame_94.jpg,"[{""x"":59.30493273542601,""y"":22.9197807673144,""width"":10.538116591928244,""height"":14.549078226208266,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",9.009,2023-07-21T15:35:04.039228Z
88,91,1,2023-07-21T15:35:13.912140Z,91,ga24251_Frame_95.jpg,"[{""x"":54.59641255605381,""y"":21.723966118584954,""width"":10.874439461883412,""height"":14.947683109118088,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",9.411,2023-07-21T15:35:13.912179Z
89,92,1,2023-07-21T15:35:22.249412Z,92,ga24251_Frame_96.jpg,"[{""x"":54.7085201793722,""y"":21.923268560039862,""width"":10.426008968609864,""height"":15.3462879920279,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",7.897,2023-07-21T15:35:22.249444Z
90,93,1,2023-07-21T15:35:31.538308Z,93,ga24251_Frame_97.jpg,"[{""x"":56.502242152466366,""y"":19.730941704035875,""width"":11.210762331838566,""height"":16.741405082212257,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",11.249,2023-07-21T15:35:47.216087Z
